Product Name,Advert Link,Price
Sunydeal Replacement FOR 15-G261SA 710412-001 65W LAPTOP ADAPTER BATTERY CHARGER 19.5V 3.33A,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg12_2?ie=UTF8&adId=A009628935UWE4SZITVPG&url=%2FSunydeal-Replacement-15-G261SA-710412-001-ADAPTER%2Fdp%2FB01ANKO17E%2Fref%3Dsr_1_178_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190600%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-178-spons%26psc%3D1&qualifier=1556190599&id=8571715165926802&widgetName=sp_atf_next,"11
."
"ASUS ROG Strix GL703GE-GC053T 17.3 Inch Full HD Gaming Laptop - (Black) (Intel i5-8300H Processor, 8GB RAM, 128GB PCI-e SSD + 1TB HDD, Nvidia GTX 1050Ti 4GB, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_1?ie=UTF8&adId=A06958452UYGUX87ZNPGI&url=%2FASUS-Strix-GL703GE-GC053T-Gaming-Laptop%2Fdp%2FB07P3D6VRD%2Fref%3Dsr_1_187_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190600%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-187-spons%26psc%3D1&qualifier=1556190599&id=8571715165926802&widgetName=sp_mtf,"799
."
WiFi enabled Complete set of Dell OptiPlex Dual Core Windows 10 Desktop PC Computer (Renewed),/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg12_2?ie=UTF8&adId=A10426733AYXYNNLN7ZCS&url=%2FComplete-Dell-OptiPlex-Certified-Refurbished%2Fdp%2FB012AUCJ8I%2Fref%3Dsr_1_188_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190600%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-188-spons%26psc%3D1&qualifier=1556190599&id=8571715165926802&widgetName=sp_mtf,"82
."
"OYYU Touchscreen Windows Laptop Convertible FHD IPS Touch Screen Windows 10 Business Flip laptops (13.3 inch,4GB RAM,32GB storage,360-Degree Rotation, 2 in 1 laptop Wifi Tablet PC)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg12_1?ie=UTF8&adId=A0679937300M718BAEA64&url=%2FOYYU-Touchscreen-Convertible-Business-360-Degree%2Fdp%2FB07JMSPLC4%2Fref%3Dsr_1_197_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190600%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-197-spons%26psc%3D1&qualifier=1556190599&id=8571715165926802&widgetName=sp_btf,"209
."
"ASUS VivoBook S430 14 Inch Full HD NanoEdge Laptop (Intel i5-8265 Processor, 512 GB SSD, 8 GB RAM, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg12_2?ie=UTF8&adId=A0670783261FHGL3DU1CZ&url=%2FASUS-VivoBook-NanoEdge-i5-8265-Processor%2Fdp%2FB07MWDDMJM%2Fref%3Dsr_1_198_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190600%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-198-spons%26psc%3D1&qualifier=1556190599&id=8571715165926802&widgetName=sp_btf,"699
."
"Dell Inspiron 15 3000 15.6 Inch FHD Laptop (Black) Intel Core i5-7200U, 4 GB RAM, 1 TB HDD, Windows 10 Home",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_1?ie=UTF8&adId=A039911224HJSGPVXW6UH&url=%2FDell-Inspiron-Laptop-i5-7200U-Windows%2Fdp%2FB07G4VVCRQ%2Fref%3Dsr_1_193_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190603%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-193-spons%26psc%3D1&qualifier=1556190603&id=2252931817958180&widgetName=sp_atf_next,"384
."
"Acer Aspire 3 A315-41 Notebook - (AMD Ryzen 3 2200U, 8GB RAM, 1TB HDD, 15.6"" HD Display, Black)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg13_2?ie=UTF8&adId=A06921682IC4NW204FCUQ&url=%2FAcer-Aspire-A315-41-Notebook-Display%2Fdp%2FB07FLZ8T46%2Fref%3Dsr_1_194_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190603%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-194-spons%26psc%3D1&qualifier=1556190603&id=2252931817958180&widgetName=sp_atf_next,"429
."
"I-CHOOSE LIMITED Gembird GHS-001 Wired Gaming Headset with Rotating Boom Microphone/3.5mm Stereo Headphones for Laptop, PC, Desktop, Skype/Black/Red",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_1?ie=UTF8&adId=A07609179JQE3V6MBW5X&url=%2FI-CHOOSE-LIMITED-Rotating-Microphone-Headphones%2Fdp%2FB07C5594JP%2Fref%3Dsr_1_203_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190603%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-203-spons%26psc%3D1&qualifier=1556190603&id=2252931817958180&widgetName=sp_mtf,"9
."
"Acer Nitro 5 AN515-42 Gaming Notebook - (AMD Ryzen 5 2500U, 8GB RAM, 1TB HDD, AMD Radeon RX 560X 4G, 15.6"" FHD IPS Display, Black)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg13_2?ie=UTF8&adId=A08521346TUE7Y6R3PY8&url=%2FAcer-Nitro-AN515-42-Gaming-Notebook%2Fdp%2FB07FLZ8NRG%2Fref%3Dsr_1_204_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190603%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-204-spons%26psc%3D1&qualifier=1556190603&id=2252931817958180&widgetName=sp_mtf,"699
."
"Acer Swift 5 SF514-52T Notebook - (Intel Core i5-8250U, 8GB RAM, 256GB SSD, 14"" FHD IPS Multi-touch Display, Blue)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg13_1?ie=UTF8&adId=A0937796CWAOKPHPR7QD&url=%2FAcer-Swift-SF514-52T-Notebook-Multi-touch%2Fdp%2FB078KFLTRQ%2Fref%3Dsr_1_213_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190603%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-213-spons%26psc%3D1&qualifier=1556190603&id=2252931817958180&widgetName=sp_btf,"899
."
"ASUS VivoBook S430 14 Inch Full HD NanoEdge Laptop - (Gun Metal) (Intel i7-8565 Processor, 512 GB SSD, 8 GB RAM, Windows 10)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg13_2?ie=UTF8&adId=A0067299LGSMBRQHVFAL&url=%2FASUS-VivoBook-S430-NanoEdge-Laptop%2Fdp%2FB07MWLBYW6%2Fref%3Dsr_1_214_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190603%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-214-spons%26psc%3D1&qualifier=1556190603&id=2252931817958180&widgetName=sp_btf,"799
."
"2-in-1 Laptop Tablet PC 11.6"" Full HD Windows 10 Jumper EZpad 6 Pro 6GB DDR3 64GB eMMC Lapbook Intel Apollo Lake N3450 Quad-Core Double Speaker USB 3.0 WIFI Bluetooth",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_1?ie=UTF8&adId=A02833352YKO80LG4JER9&url=%2FWindows-Storage-Lapbook-Quad-Core-Bluetooth%2Fdp%2FB07DPM8HPQ%2Fref%3Dsr_1_209_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190606%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-209-spons%26psc%3D1&qualifier=1556190605&id=2660583188857433&widgetName=sp_atf_next,"198
."
"14.1"" Windows10 Ultrabook Jumper Ezbook 2 with Intel Cherrytrail Z8350 4GB RAM 64GB ROM Laptop with Dual USB 0.3MP Camera WIFI Bluetooth 10000mAh Big Battery PC",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg14_2?ie=UTF8&adId=A05779673OK45WLABXP7B&url=%2FWindows10-Ultrabook-Cherrytrail-Bluetooth-10000mAh%2Fdp%2FB07KCTRJKK%2Fref%3Dsr_1_210_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190606%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-210-spons%26psc%3D1&qualifier=1556190605&id=2660583188857433&widgetName=sp_atf_next,"189
."
AmazonBasics Laptop Stand - Silver,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_1?ie=UTF8&adId=A04462712VC1CB5ZU47J8&url=%2FAmazonBasics-DSN-01750-SL-Laptop-Stand-Silver%2Fdp%2FB00WRDS0AU%2Fref%3Dsr_1_219_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190606%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-219-spons%26psc%3D1&qualifier=1556190605&id=2660583188857433&widgetName=sp_mtf,"11
."
"Yuntab 11.6-Inch 2-in-1 Laptop Tablet with IPS 1920*1080 FHD Touchscreen(Intel Atom Z8350, Quad-Core,2GB+32GB,Windows10,WI-FI,BT4.0,Dual camera 2MP+5MP,7500mAh battery capacity) (SILVER)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg14_2?ie=UTF8&adId=A0788504PY98P7GFXIIA&url=%2F11-6-Inch-Touchscreen-Quad-Core-Windows10-capacity%2Fdp%2FB07D583XVH%2Fref%3Dsr_1_220_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190606%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-220-spons%26psc%3D1&qualifier=1556190605&id=2660583188857433&widgetName=sp_mtf,"159
."
"Acer Aspire 7 A715-71G Gaming Notebook - (Intel Core i5-7300HQ, 8GB RAM, 1TB HDD, NVIDIA GeForce GTX 1050 2G, 15.6"" FHD Display, Black)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg14_1?ie=UTF8&adId=A07014081Z7L2DW04YQKT&url=%2FAcer-Aspire-A715-71G-Gaming-Notebook%2Fdp%2FB077RRY18N%2Fref%3Dsr_1_229_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190606%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-229-spons%26psc%3D1&qualifier=1556190605&id=2660583188857433&widgetName=sp_btf,"761
."
"Acer Aspire 1 A111-31 Notebook - (Intel Celeron N4000, 2GB RAM, 32GB eMMC, 11.6"" HD Display, Blue)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg14_2?ie=UTF8&adId=A07005163I66E9TD6MOYZ&url=%2FAcer-Aspire-A111-31-Notebook-Celeron%2Fdp%2FB07FLWJL51%2Fref%3Dsr_1_230_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190606%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-230-spons%26psc%3D1&qualifier=1556190605&id=2660583188857433&widgetName=sp_btf,"149
."
"Jumper EZbook X3 13.3"" FHD Display Windows10 Home Ultrabook Intel Apollo Lake N3350 Laptop 6GB DDR3L RAM 64GB eMMC 2.4GHz/5.0GHz WiFi BT4.0 Support TF Card & SSD HDMI Notebook",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A10277892WNC3LHR8R7GL&url=%2FDisplay-Windows10-Ultrabook-Support-Notebook%2Fdp%2FB07LGLFG89%2Fref%3Dsr_1_225_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190608%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-225-spons%26psc%3D1&qualifier=1556190608&id=7409750650788385&widgetName=sp_atf_next,"219
."
AmazonBasics DSLR and Laptop Backpack with Grey Interior,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_2?ie=UTF8&adId=A08371093I7Y17HZJHTYQ&url=%2FAmazonBasics-DSLR-Laptop-Backpack-Interior%2Fdp%2FB00CD778LC%2Fref%3Dsr_1_226_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190608%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-226-spons%26psc%3D1&qualifier=1556190608&id=7409750650788385&widgetName=sp_atf_next,"39
."
AmazonBasics Laptop Sleeve for 14-Inch Laptops,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A00628892QEL8B4IU32FJ&url=%2FAmazonBasics-Laptop-Sleeve-14-Inch-Laptops%2Fdp%2FB00CD8AFFW%2Fref%3Dsr_1_235_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190608%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-235-spons%26psc%3D1&qualifier=1556190608&id=7409750650788385&widgetName=sp_mtf,"8
."
"USB Headset Over-Head Stereo 5.1 Headphones with Microphone Mic/Virtual Surround Sound/for PC, Computer, Laptop, Gaming, Music/Black / iCHOOSE",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_2?ie=UTF8&adId=A0760673J86ZBY07BAAA&url=%2FOver-Head-Headphones-Microphone-Surround-Computer%2Fdp%2FB01JACQQYW%2Fref%3Dsr_1_236_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190608%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-236-spons%26psc%3D1&qualifier=1556190608&id=7409750650788385&widgetName=sp_mtf,"14
."
"Windows 10, Dell Optiplex Desktop PC, Dual Core, 4GB Ram, 160GB Hard Drive, DVD (Renewed)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg15_1?ie=UTF8&adId=A09406381XE7FQG5RKLNV&url=%2FWindows-Dell-Optiplex-Certified-Refurbished%2Fdp%2FB01CEJEB5O%2Fref%3Dsr_1_245_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190608%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-245-spons%26psc%3D1&qualifier=1556190608&id=7409750650788385&widgetName=sp_btf,"68
."
"Dell Inspiron 15 3000 HD 15.6 Inch Anti-Glare LED-backlit 2019 Laptop (Black) Intel Pentium Silver N5000, 4 GB RAM, 1 TB HDD, Windows 10 Home",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg15_2?ie=UTF8&adId=A0399668246FUZYMECXNC&url=%2FDell-Inspiron-Anti-Glare-LED-backlit-2019-Laptop-Pentium%2Fdp%2FB07MPW6R8J%2Fref%3Dsr_1_246_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190608%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-246-spons%26psc%3D1&qualifier=1556190608&id=7409750650788385&widgetName=sp_btf,"319
."
"Dell Inspiron 15 3000 HD 15.6 Inch Anti-Glare LED-Backlit 2019 Laptop - (Black) Intel Pentium Silver N5000, 8 GB RAM, 1 TB HDD, Windows 10 Home",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A03995121L9UTFSEKGC3T&url=%2FDell-Inspiron-3000-Anti-Glare-LED-Backlit-2019-Laptop%2Fdp%2FB07MBTYC1H%2Fref%3Dsr_1_241_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190611%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-241-spons%26psc%3D1&qualifier=1556190610&id=414680771585698&widgetName=sp_atf_next,"399
."
KICO Insta-gram Personalised Photo (6) Laptop Tray,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_2?ie=UTF8&adId=A1F6G5OH2G12V9&url=%2FKICO-Insta-gram-Personalised-Photo-Laptop%2Fdp%2FB009WNPUA6%2Fref%3Dsr_1_242_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190611%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-242-spons%26psc%3D1&qualifier=1556190610&id=414680771585698&widgetName=sp_atf_next,"30
."
"Acer Swift 3 SF315-52 Notebook - (Intel Core i7-8550U, 8GB RAM, 256GB SSD, 15.6"" FHD IPS Display, Silver)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A0692012WKTRNE7XMOUD&url=%2FAcer-Swift-SF315-52-Notebook-i7-8550U%2Fdp%2FB07FNW3BCH%2Fref%3Dsr_1_251_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190611%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-251-spons%26psc%3D1&qualifier=1556190610&id=414680771585698&widgetName=sp_mtf,"785
."
"Acer Swift 5 SF514-52T Notebook - (Intel Core i7-8550U, 8GB RAM, 256GB SSD, 14"" FHD IPS Multi-touch Display, Gold)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_2?ie=UTF8&adId=A07006043Q77GM5ZU20ZK&url=%2FAcer-Swift-SF514-52T-Notebook-Multi-touch%2Fdp%2FB07BQNFR4N%2Fref%3Dsr_1_252_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190611%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-252-spons%26psc%3D1&qualifier=1556190610&id=414680771585698&widgetName=sp_mtf,"999
."
"Acer Aspire 7 A715-72G Gaming Notebook - (Intel Core i5-7300HQ, 8GB RAM, 16GB Optane + 1TB HDD, NVIDIA GeForce GTX 1050 2G, 15.6"" FHD Display, Black)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_1?ie=UTF8&adId=A06917322DC5XAQ1JWNWZ&url=%2FAcer-Aspire-A715-72G-Gaming-Notebook%2Fdp%2FB07FM29QXN%2Fref%3Dsr_1_261_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190611%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-261-spons%26psc%3D1&qualifier=1556190610&id=414680771585698&widgetName=sp_btf,"747
."
"I-CHOOSE LIMITED Gembird GHS-402 Wired Gaming Headset with Rotating Boom Microphone / 3.5mm Stereo Headphones for Laptop, PC, Desktop, Skype/Black/Red",/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_2?ie=UTF8&adId=A07610733QEDKUSBZLHJI&url=%2FI-CHOOSE-LIMITED-Rotating-Microphone-Headphones%2Fdp%2FB07F78S6QW%2Fref%3Dsr_1_262_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190611%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-262-spons%26psc%3D1&qualifier=1556190610&id=414680771585698&widgetName=sp_btf,"12
."
Trconelectron New Replacement Battery for Packard Bell MS2267 MS2273 MS2274 MS2285 AS09A31 AS09A41 Battery Laptop,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A0951881U2ZGMPVN9OJ4&url=%2FTrconelectron-Replacement-Packard-Bell-MS2267%2Fdp%2FB06VXXFLC3%2Fref%3Dsr_1_257_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190614%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-257-spons%26psc%3D1&qualifier=1556190613&id=4861122667198868&widgetName=sp_atf_next,"14
."
BIGMAC 10.1 Inch Computer Laptop PC Android 4.4 Dual Core Notebook Netbook 8GB With WIFI Built In Camera Netflix YouTube Google Player Flash (Black),/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_2?ie=UTF8&adId=A0367405C6553HAA3768&url=%2FBIGMAC-Computer-Android-Notebook-Netbook%2Fdp%2FB07F8PGNF6%2Fref%3Dsr_1_258_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190614%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-258-spons%26psc%3D1&qualifier=1556190613&id=4861122667198868&widgetName=sp_atf_next,"102
."
AmazonBasics 15 Inch Laptop Backpack,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A015134720LH547G47AC2&url=%2FAmazonBasics-15-Inch-Laptop-Backpack%2Fdp%2FB00EEBS25Q%2Fref%3Dsr_1_267_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190614%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-267-spons%26psc%3D1&qualifier=1556190613&id=4861122667198868&widgetName=sp_mtf,"19
."
"Dell Inspiron 15 5000 15.6 Inch FHD Laptop - (Platinum Silver) Intel Core i3-6006U Processor, 4 GB RAM, 1 TB HDD, Windows 10 Home",/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_2?ie=UTF8&adId=A05081792QRS00O8PRYG1&url=%2FDell-Inspiron-5000-15-6-Inch-Laptop%2Fdp%2FB07HPR9H92%2Fref%3Dsr_1_268_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190614%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-268-spons%26psc%3D1&qualifier=1556190613&id=4861122667198868&widgetName=sp_mtf,"418
."
"Acer Swift 3 SF315-52 Notebook - (Intel Core i7-8550U, 8GB RAM, 256GB SSD, 15.6"" FHD IPS Display, Gold)",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg18_1?ie=UTF8&adId=A06918882QRVB9RIQIA9W&url=%2FAcer-Swift-SF315-52-Notebook-i7-8550U%2Fdp%2FB07FNVT9F8%2Fref%3Dsr_1_273_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190617%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-273-spons%26psc%3D1&qualifier=1556190617&id=4656958428486702&widgetName=sp_atf_next,"799
."
"Kasper Maison Italian Leather Laptop Sleeve for 15 Inch Macbook Pro 2016 / 2017 Touch Bar – Designed Envelope Case for similar computer, notebook and ultrabook sizes - Signature Gift Included",/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg18_2?ie=UTF8&adId=A04541722E2JH5QWE65VT&url=%2FKasper-Maison-Italian-Leather-Macbook-British-Tan%2Fdp%2FB0774LWZWH%2Fref%3Dsr_1_274_sspa%3Fcrid%3D20V8GTNKKS8GF%26keywords%3Dlaptop%26qid%3D1556190617%26s%3Dgateway%26sprefix%3Dla%252Caps%252C167%26sr%3D8-274-spons%26psc%3D1&qualifier=1556190617&id=4656958428486702&widgetName=sp_atf_next,"140
."
